assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
100773,4888,Inhibitory activity against MCF-7 breast cell line using sulforhodamine B (SRB) protein assay,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Intermediate,1,,CHEMBL709722,491.0,BAO_0000219,,,CLD0
1468022,91403,Fraction unbound in dog plasma by equilibrium dialysis technique,A,,,Canis lupus familiaris,9615.0,,Plasma,,,102230,N,1,Autocuration,1,735840,CHEMBL3413528,,BAO_0000366,1969.0,,CLD0
986284,75032,Inhibition of human RSK2 assessed as residual activity at 10 uM relative to control,B,,,Homo sapiens,9606.0,,,,,12724,D,9,Autocuration,1,596925,CHEMBL2433478,,BAO_0000357,,,CLD0
12720,8594,Concentration was measured in thyroid tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,A,,,Rattus norvegicus,10116.0,,Thyroid gland,,,50597,N,1,Intermediate,1,,CHEMBL626822,,BAO_0000218,2046.0,,CLD0
1279558,76268,Cytotoxicity against human PBMC assessed as effect on cell physiology after 48 hrs by CellTiter-Glo assay,A,,,Homo sapiens,9606.0,,,PBMC,,100081,N,1,Autocuration,1,611404,CHEMBL3097471,394.0,BAO_0000219,,,CLD0
498367,47106,Cytotoxicity against human MCF7 cells assessed as cell viability after 24 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,,CHEMBL1021045,491.0,BAO_0000219,,,CLD0
1295664,77160,"Toxicity in collagen-induced B10.RIII mouse arthritis model assessed as change in free fatty acid level at 3 mg/kg, po qd for 35 days relative to 1% methylcellulose-treated control",A,,,Mus musculus,10090.0,B10.RIII,,,,50594,N,1,Autocuration,1,627379,CHEMBL3132412,,BAO_0000218,,,CLD0
464609,38468,Inhibition of human recombinant TACE,B,,,Homo sapiens,9606.0,,,,,11473,D,9,Autocuration,1,,CHEMBL933411,,BAO_0000357,,,CLD0
1512351,93219,Plasma protein binding in rat,A,,,Rattus norvegicus,10116.0,,Plasma,,,102352,N,1,Autocuration,1,763109,CHEMBL3609926,,BAO_0000366,1969.0,,CLD0
789308,60287,Inhibition of jack beans alpha-mannosidase by spectrometry,B,,,Canavalia ensiformis,3823.0,,,,,22226,U,0,Autocuration,1,416538,CHEMBL1924475,,BAO_0000019,,,CLD0
659563,52679,Antimicrobial activity against MexB overexpressing Pseudomonas aeruginosa isolate PA1327 harboring gyrA T83I and parC S87L mutant gene by Etest method,F,,,Pseudomonas aeruginosa,287.0,isolate PA1327,,,,50117,N,1,Autocuration,1,,CHEMBL1248858,,BAO_0000218,,,CLD0
195147,12064,Minimal inhibitory concentration against Streptococcus aureus ATCC 6538 strain,F,,,Streptococcus aureus,1301.0,,,,,50185,N,1,Expert,1,,CHEMBL800035,,BAO_0000218,,,CLD0
765696,58755,Inhibition of SREBP2 activation in human DU145 cells assessed as down-regulation of isopentenyl diphosphate delta isomerase 1 gene by quantitative RT-PCR analysis,B,,,Homo sapiens,9606.0,,,DU-145,,104246,D,9,Autocuration,1,393098,CHEMBL1827141,408.0,BAO_0000219,,,CLD0
531311,41874,Displacement of [3H]WIN-55212-2 from CB2 receptor in Sprague-Dawley rat spleen membrane at 10 uM,B,,,Rattus norvegicus,10116.0,Sprague-Dawley,Spleen,,,10057,D,9,Autocuration,1,,CHEMBL989723,,BAO_0000249,2106.0,,CLD0
802254,61033,"Ulcerogenicity in Wistar rat assessed as lesion score at 100 mg/kg, po after 6 hrs",A,,,Rattus norvegicus,10116.0,Wistar,,,,50597,N,1,Autocuration,1,429779,CHEMBL1949412,,BAO_0000218,,,CLD0
534984,44532,"Antiinflammatory activity against carrageenan-induced paw edema in Wister albino rat at 50 mg/kg, ip administered 1 hr before inflammation induction assessed after 4 hrs relative to indomethacin",F,,,Rattus norvegicus,10116.0,Wister albino,,,,50597,N,1,Autocuration,1,,CHEMBL987251,,BAO_0000218,,,CLD0
1327902,81869,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum FCR-3,F,,,Plasmodium falciparum FCR-3/Gambia,5838.0,,,,,22221,N,1,Autocuration,1,637459,CHEMBL3224708,,BAO_0000019,,,CLD0
487966,43825,Binding affinity to rat cloned KA2 receptor,B,,,Rattus norvegicus,10116.0,,,,,12547,D,9,Autocuration,1,,CHEMBL1013097,,BAO_0000357,,,CLD0
857060,65635,Antiproliferative activity against human LNCAP cells after 24 to 48 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,LNCaP,,81170,N,1,Autocuration,1,459026,CHEMBL2162595,330.0,BAO_0000219,,,CLD0
519612,45527,Aqueous stability assessed as half life at pH 2,P,,,,,,,,,22229,U,0,Autocuration,1,,CHEMBL946739,,BAO_0000100,,,CLD0
23361,16139,Oral bioavailability was evaluated in monkey at a dose of 10 mg/kg,A,,,Simiiformes,314293.0,,,,,22224,U,0,Autocuration,1,,CHEMBL636423,,BAO_0000218,,,CLD0
952454,72782,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membrane after 60 mins by liquid scintillation counting,B,,,Homo sapiens,9606.0,,,CHO,,129,D,9,Autocuration,1,565135,CHEMBL2353047,449.0,BAO_0000219,,,CLD0
192444,7705,Antiallergic potency against IgE-mediated passive cutaneous anaphylaxis (PCA) in rats,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL878844,,BAO_0000218,,,CLD0
1433263,89481,Oral drug absorption in fasted Beagle dog at 6.18 mg/kg dosed through intraduodenal route by LC-MS/MS method,A,,,Canis lupus familiaris,9615.0,Beagle,,,,50588,N,1,Autocuration,1,712570,CHEMBL3388801,,BAO_0000218,,,CLD0
1293897,77020,"Volume of distribution in mouse at 5 mg/kg, iv after 24 hrs",A,,,Mus musculus,10090.0,,,,,50594,N,1,Autocuration,1,626140,CHEMBL3123649,,BAO_0000218,,,CLD0
1474336,91712,Agonist activity at human 5-HT1A receptor expressed in HEK293 cells assessed as stimulation of cAMP levels at 0.1 uM relative to 8-OH-DPAT,B,,,Homo sapiens,9606.0,,,HEK293,,51,D,9,Autocuration,1,739902,CHEMBL3423556,722.0,BAO_0000219,,,CLD0
307192,20718,Ratio of inhibitory activity of human cytosolic carbonic anhydrase II to tumor associated carbonic anhydrase IX,B,,,Homo sapiens,9606.0,,,,,104843,D,5,Autocuration,1,,CHEMBL832591,,BAO_0000224,,,CLD0
1520320,93617,Displacement of [3H]-DHT from human GST fused AR-LBD (627 to 919 amino acids) transfected in Escherichia coli HB 101 after 15 hrs by liquid scintillation counting assay,B,,,Homo sapiens,9606.0,,,,,56,D,9,Autocuration,1,771508,CHEMBL3626370,,BAO_0000019,,,CLD0
1528885,94981,"Enzyme Inhibition Assay: Recombinant NOS isozymes over-expressed in E. coli were utilized. (Ji, H., et al., Discovery of highly potent and selective inhibitors of neuronal nitric oxide synthase by fragment hopping. J. Med. Chem., 2009. 52(3): p. 779-97; Ji, H., et al., Exploration of the active site of neuronal nitric oxide synthase by the design and synthesis of pyrrolidinomethyl 2-aminopyridine derivatives. J. Med. Chem., 2010. 53(21): p. 7804-24.). Relative enzyme inhibition activity [%] vs. Log (inhibitor concentration [M]) correlation was analyzed by Prism using nonlinear regression method to generate IC50 value. The Ki value was calculated by IC50=Ki(1+[S]/Km).",B,,,Homo sapiens,9606.0,,,,,11037,D,9,Autocuration,37,7067_1_pol_3611,CHEMBL3706376,,BAO_0000019,,,7067_1_pol_3611
379062,31495,Inhibition of [3H]5-HT reuptake at 5HT transporter in HEK293 cells,B,,,Homo sapiens,9606.0,,,HEK293,,121,D,9,Expert,1,,CHEMBL863612,722.0,BAO_0000219,,,CLD0
495442,45340,Inhibition of 26S proteasome activity in human U251 cells at 100 uM after 48 hrs in presence of N-acetyl-L-cysteine relative to control,B,,,Homo sapiens,9606.0,,,U-251,,22226,U,0,Autocuration,1,,CHEMBL999495,770.0,BAO_0000219,,,CLD0
150290,8989,"Antitumor activity against P388, was determined by injecting intraperitoneally in mice, at a dose of 200 mg/kg",F,,,Mus musculus,10090.0,,,P388,,80362,N,1,Intermediate,1,,CHEMBL756086,549.0,BAO_0000218,,,CLD0
307514,21425,Ratio of Ki for Nicotinic acetylcholine receptor alpha-7 and Vesicular monoamine transporter (VAMT2),B,,,Rattus norvegicus,10116.0,,,,,22226,U,0,Autocuration,1,,CHEMBL836228,,BAO_0000019,,,CLD0
29469,17447,Displacement of [3H]CHA from rat cortical membrane Adenosine A1 receptor,B,,,Rattus norvegicus,10116.0,,,,,12512,D,9,Expert,1,,CHEMBL642198,,BAO_0000019,,,CLD0
573183,47661,Antibacterial activity against Salmonella Typhimurium ATCC 14028,F,,,Salmonella enterica subsp. enterica serovar Typhimurium,90371.0,ATCC 14028,,,,102067,N,1,Autocuration,1,,CHEMBL1055413,,BAO_0000218,,,CLD0
1472996,91487,Inhibition of human ERG channel expressed in CHO cells at 30 uM by patch clamp method,B,,,Homo sapiens,9606.0,,,CHO,,165,D,9,Autocuration,1,738550,CHEMBL3420646,449.0,BAO_0000219,,,CLD0
164102,9991,"Tested for antagonist activity in rabbit aortic rings, pA2 values were determined from Schild plots.",F,,,Oryctolagus cuniculus,9986.0,,Aorta,,,50592,N,1,Intermediate,1,,CHEMBL767382,,BAO_0000218,947.0,,CLD0
680904,53710,Antibacterial activity against vancomycin-susceptible Staphylococcus aureus N315-LR5-P1-4 assessed as inhibition of bacterial growth in Mueller-Hinton broth medium,F,,,Staphylococcus aureus,1280.0,N315-LR5-P1-4,,,,50185,N,1,Autocuration,1,,CHEMBL1284841,,BAO_0000218,,,CLD0
944183,72520,Induction of beta glucosidase N370S mutant activity in fibroblasts derived from Gaucher disease patient at 30 uM relative to control,B,,,Homo sapiens,9606.0,,,,,10733,D,9,Autocuration,1,550502,CHEMBL2342947,,BAO_0000019,,,CLD0
557727,44849,Increase in glucose uptake in rat L6 cells at 1 uM after 3 hrs in presence of insulin relative to basal,F,,,Rattus norvegicus,10116.0,,,L6,,81135,N,1,Autocuration,1,,CHEMBL963022,803.0,BAO_0000219,,,CLD0
1469057,91422,Cytotoxicity against human KB cells assessed as inhibition of colony formation at 1 uM after 10 to 14 days by methylene blue staining relative to control,F,,,Homo sapiens,9606.0,,,KB ,,81115,N,1,Autocuration,1,734855,CHEMBL3413027,324.0,BAO_0000219,,,CLD0
1482929,92006,Drug uptake in human OATP2B1 expressed HEK293 cells at 20 uM relative to control cells,A,,,Homo sapiens,9606.0,,,HEK293,,104065,D,9,Autocuration,1,653885,CHEMBL3540648,722.0,BAO_0000219,,,CLD0
1494665,91927,Oral steady-state volume of distribution in wild-type Sprague-Dawley rat at 4 mg/kg,A,,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Autocuration,1,642076,CHEMBL3529915,,BAO_0000218,,,CLD0
480162,41133,Reversal of P-gp-mediated multidrug resistance in human MCF/ADR cells assessed as ratio of doxorubicin ED50 without drug to doxorubicin ED50 with drug at 8 ug/ml after 6 days by BCA assay,B,,,Homo sapiens,9606.0,,,MCF/ADR,,22226,U,0,Autocuration,1,,CHEMBL1019052,,BAO_0000219,,,CLD0
555139,44345,Decrease in CGD gene ortholog accession number orf19.3951 expression in Candida parapsilosis CLIB214 at 50 uM after 2 hrs by microarray based transcriptional profiling relative to control,F,,,Candida parapsilosis,5480.0,CLIB214,,,,50444,N,1,Autocuration,1,,CHEMBL965300,,BAO_0000218,,,CLD0
536284,44754,Antiproliferative activity against human CNE2 cells at 5.19 uM by MTT assay,F,,,Homo sapiens,9606.0,,,CNE2,,22221,N,1,Autocuration,1,,CHEMBL990718,,BAO_0000219,,,CLD0
46742,7657,Mortality of animals recorded as the number of animals dead out of the total animals (39) taken for the study at dose 1 mg/kg,F,,,Felis catus,9685.0,,,,,50589,N,1,Intermediate,1,,CHEMBL658243,,BAO_0000218,,,CLD0
311813,21184,Inhibitory concentration against human breast cell line MCF-7 was determined,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Intermediate,1,,CHEMBL834751,491.0,BAO_0000219,,,CLD0
718802,55641,"Therapeutic index, ratio of EC50 for human RBC hemolytic activity to MIC for Staphylococcus aureus ATCC 25923",A,,,,,,,,,22224,U,0,Autocuration,1,,CHEMBL1681100,,BAO_0000019,,,CLD0
94107,9258,Antitumor activity against L1210 lymphoid leukemia in CD2F1 mice at a dose of 200 mg/injection measured as difference between estimated tumor burdens before second treatment,F,,,Mus musculus,10090.0,,,L1210,,80193,N,1,Intermediate,1,,CHEMBL705291,691.0,BAO_0000219,,,CLD0
710592,54961,Ratio of fAUC to MIC in extended-spectrum beta-lactamase producing Escherichia coli isolate 321-infected ICR mouse at 50% maximal effective concentration,F,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL1654250,,BAO_0000019,,,CLD0
651770,52398,Half life in rat,A,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Autocuration,1,,CHEMBL1225386,,BAO_0000218,,,CLD0
734962,56090,Inhibition of C-Raf assessed as reduction in [33P]ATP incorporation into biotinylated substrate peptide after 3 hrs by flash plate assay,B,,,,,,,,,10904,H,8,Autocuration,1,,CHEMBL1693569,,BAO_0000357,,,CLD0
176831,10070,GI ulceration potential in rats at 210 mg/kg; ND = no detectable induction.,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Expert,1,,CHEMBL884985,,BAO_0000218,,,CLD0
190442,11835,"Tested for the effect at 30 mg/kg through peroral route on rat blood urea nitrogen, 24 hr after reperfusion; (p<0.01)",F,,,Rattus norvegicus,10116.0,,Blood,,,50597,N,1,Intermediate,1,,CHEMBL794991,,BAO_0000218,178.0,,CLD0
699246,54560,"Biodistribution in FVB mouse lung assessed per gram of tissue at 1 to 4.8 MBq, iv after 5 mins",A,In vivo,,Mus musculus,10090.0,FVB,Lung,,,102281,N,1,Autocuration,1,,CHEMBL1646968,,BAO_0000218,2048.0,,CLD0
1442194,89375,Cytotoxicity against human H1299 cells assessed as reduction in colony formation at 5 uM after 7 days,F,,,Homo sapiens,9606.0,,,H1299,,22221,N,1,Autocuration,1,715549,CHEMBL3375873,,BAO_0000219,,,CLD0
1513502,93210,Antiviral activity against HIV1 3B infected in human MT2 cells assessed as reduction in virus-induced cell death,F,,,Human immunodeficiency virus 1,11676.0,3B,,MT2,,50607,N,1,Autocuration,1,761198,CHEMBL3611928,539.0,BAO_0000218,,,CLD0
636233,51566,Inhibition of BRSK1 at 1 uM,B,,,,,,,,,101269,H,8,Intermediate,1,,CHEMBL1168804,,BAO_0000357,,,CLD0
1474533,91667,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,741432,CHEMBL3423822,491.0,BAO_0000219,,,CLD0
595671,49016,Antitrypanosomal activity against Trypanosoma brucei brucei GVR 35 trypomastigotes after 72 hrs by MTT assay,F,,,Trypanosoma brucei brucei,5702.0,GVR 35,,,,50420,N,1,Autocuration,1,,CHEMBL1041734,,BAO_0000218,,,CLD0
1333920,82079,Acute toxicity in rhesus monkey assessed as withdrawal signs at 24 to 96 mg/kg by precipitated withdrawal test,A,,,Macaca mulatta,9544.0,,,,,50797,N,1,Autocuration,1,656083,CHEMBL3231877,,BAO_0000218,,,CLD0
114249,8862,Anti-uterotrophic effect in mice at 1 ug dose,F,,,Mus musculus,10090.0,,,,,104695,D,5,Autocuration,1,,CHEMBL720566,,BAO_0000019,,,CLD0
1468449,91363,Binding affinity to HIV1 gp41 (46 residues) assessed as effect on protein secondary structure measured as alpha-helicity in PBS buffer at pH 7.2 by circular dichroism assay (Rvb = 117 %),B,,,Human immunodeficiency virus 1,11676.0,,,,,109731,D,9,Autocuration,1,733791,CHEMBL3412777,,BAO_0000357,,,CLD0
855741,65593,"Tmax in dog at 10 mg/kg, po administered with 0.4% HPMC",A,In vivo,,Canis lupus familiaris,9615.0,,,,,50588,N,1,Autocuration,1,479795,CHEMBL2160909,,BAO_0000218,,,CLD0
667020,53210,"Half life at beta phase in pigeon at 30 mg/kg, po by naive pooling approach",A,In vivo,,Columba livia,8932.0,,,,,50581,N,1,Autocuration,1,,CHEMBL1262796,,BAO_0000218,,,CLD0
1474223,91710,Ratio of curcumin MIC to compound MIC for Staphylococcus epidermidis,F,,,Staphylococcus epidermidis,1282.0,,,,,50186,N,1,Autocuration,1,741965,CHEMBL3424281,,BAO_0000218,,,CLD0
1499601,92450,Induction of cell cycle arrest in human PC3 cells assessed as accumulation at G2/M phase at 3 uM incubated for 18 hrs by flow cytometry method,F,,,Homo sapiens,9606.0,,,PC-3,,80390,N,1,Autocuration,1,748497,CHEMBL3584547,555.0,BAO_0000219,,,CLD0
920943,70522,Herbicidal activity against compound-resistant Conyza canadensis (horseweed) isolate 1 under greenhouse condition at 3.36 kg ae/ha measured 7 days post treatment relative to control,F,,,Conyza canadensis,72917.0,isolate 1,,,,107311,N,1,Autocuration,1,531107,CHEMBL3082371,,BAO_0000218,,,CLD0
147584,16418,Agonist activity by measuring P2Y purinoceptor 1-promoted phospholipase Cactivity in human erythrocyte membranes;NE means no effect.,F,,,,,,,,,10544,H,8,Autocuration,1,,CHEMBL750162,,BAO_0000249,,,CLD0
189095,3269,Forced motor performance in rats was determined and traction test score was reported at 1 mg/kg by ip administration,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL794281,,BAO_0000218,,,CLD0
1461413,90936,"Half life in Sprague-Dawley rat at 2 mg/kg, iv",A,,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Autocuration,1,724391,CHEMBL3396426,,BAO_0000218,,,CLD0
1475527,91653,Inhibition of autophagy in human H460 cells assessed as increase in punctate LC3 level after 24 hrs by immunoblot analysis,F,,,Homo sapiens,9606.0,,,H460,,22226,U,0,Autocuration,1,741934,CHEMBL3424553,,BAO_0000219,,,CLD0
502435,39981,Cytotoxicity activity against human MCF7 cells expressing p53 mutant by MTT assay,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,,CHEMBL985756,491.0,BAO_0000219,,,CLD0
672332,53010,Antibacterial activity against beta-lactamase-negative Klebsiella pneumoniae E420 after 24 hrs by agar dilution method,F,,,Klebsiella pneumoniae,573.0,E420,,,,50148,N,1,Autocuration,1,,CHEMBL1268118,,BAO_0000218,,,CLD0
74423,1203,Inhibitory activity against LTD4 challenged pulmonary function test by oral administration (2 hr preantigen),F,,,Cavia porcellus,10141.0,,,,,50512,N,1,Intermediate,1,,CHEMBL686778,,BAO_0000218,,,CLD0
800933,60950,Activity at full length human Myt1 expressed in human HEK293 cells assessed as Cdk1 phosphorylation at Thr14 at 10 uM after 30 mins by fluorescence polarization immunoassay,B,,,Homo sapiens,9606.0,,,HEK293,,30033,D,9,Autocuration,1,428555,CHEMBL1948660,722.0,BAO_0000219,,,CLD0
1352865,83048,Inhibition of Mycobacterium smegmatis NADH dehydrogenase using NDH2 as substrate by MTT assay,B,,,Mycobacterium smegmatis,1772.0,,,,,22226,U,0,Autocuration,1,676581,CHEMBL3269382,,BAO_0000019,,,CLD0
1291225,76802,Inhibition of Jak3 in mouse BA/F3 cells expressing TEL-Jak3 assessed as inhibition of STAT5 phosphorylation by Western blotting analysis,B,,,Mus musculus,10090.0,,,BaF3,,100083,D,9,Autocuration,1,620043,CHEMBL3117010,627.0,BAO_0000219,,,CLD0
837660,64353,TP_TRANSPORTER: inhibition of Doxorubicin and Vinblastine efflux in drug-resistant MCF-7 cells,F,In vitro,,,,,,MCF7,,11398,H,8,Autocuration,18,2707,CHEMBL2076613,491.0,BAO_0000219,,,CLD0
142506,80,Compound was evaluated for its binding affinity towards strychnine - insensitive glycine site of NMDA receptor in presence of [3H]- Gly,B,,,,,,,,,12865,H,8,Autocuration,1,,CHEMBL748574,,BAO_0000357,,,CLD0
810782,61546,Cytotoxicity against human MT2 cells after 4 days by XTT assay,A,,,Homo sapiens,9606.0,,,MT2,,80294,N,1,Autocuration,1,439898,CHEMBL2016101,539.0,BAO_0000219,,,CLD0
484550,41691,Cytotoxicity against mouse P388 cells,F,,,Mus musculus,10090.0,,,P388,,80362,N,1,Autocuration,1,,CHEMBL1016688,549.0,BAO_0000219,,,CLD0
37399,14977,Intrinsic activity expressed as the percentage of maximal analogue response relative to the maximal response(100%) of isoproterenol against human beta-1-adrenoceptor using cAMP-RIA assay,F,,,,,,,,,50,H,8,Autocuration,1,,CHEMBL651832,,BAO_0000019,,,CLD0
811461,61487,"Inhibition of Anthrax LT-induced toxicity in Fischer 344 rat assessed as mean survival time at 1.25 mg/kg, iv administered 20 to 30 mins after LT challenge relative to control",F,,,Rattus norvegicus,10116.0,Fischer 344,,,,50597,N,1,Autocuration,1,439178,CHEMBL2013762,,BAO_0000218,,,CLD0
467132,38671,Selectivity for human CB1 receptor over muscarinic receptor,B,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL929157,,BAO_0000019,,,CLD0
88142,11638,Cytotoxicity of compound was determined visually in human diploid fibroblasts (HFF).,A,,,Homo sapiens,9606.0,,,,,22224,U,0,Autocuration,1,,CHEMBL693061,,BAO_0000019,,,CLD0
837577,64210,"TP_TRANSPORTER: inhibition of Ouabain uptake (Ouabain: 100 uM, ICG: 100 uM) in Xenopus laevis oocytes",F,In vitro,,Xenopus laevis,8355.0,,,Oocyte,,104151,H,8,Autocuration,18,2042,CHEMBL2076377,1758.0,BAO_0000219,,,CLD0
